"dataset_DOI","url","name","citation","description","identifier_of_dataverse","subjects","keywords","fileCount","createdAt","authors","viewsTotal","viewsUnique","downloadsTotal","downloadsUnique","storage_size_bytes","storage_size_GB"
"doi:10.57745/J3XIPW","https://doi.org/10.57745/J3XIPW","Messages et enseignements du projet Explore2","Sauquet, Éric; Evin, Guillaume; Siauve, Sonia; Bornancin-Plantier, Audrey; Jacquin, Natacha; Arnaud, Patrick; Bérel, Maud; Bernus, Sébastien; Bonneau, Jérémie; Branger, Flora; Caballero, Yvan; Colléoni, François; Collet, Lila; Corre, Lola; Drouin, Agathe; Ducharne, Agnès; Fournier, Maïté; Gailhard, Joël; Habets, Florence; Hendrickx, Frédéric; Héraut, Louis; Hingray, Benoît; Huang, Peng; Jaouen, Tristan; Jeantet, Alexis; Lanini, Sandra; Le Lay, Matthieu; Loudin, Sarah; Magand, Claire; Marson, Paula; Mimeau, Louise; Monteil, Céline; Munier, Simon; Perrin, Charles; Robin, Yoann; Rousset, Fabienne; Soubeyroux, Jean-Michel; Strohmenger, Laurent; Thirel, Guillaume; Tocquer, Flore; Tramblay, Yves; Vergnes, Jean-Pierre; Vidal, Jean-Philippe; Vrac, Mathieu, 2024, ""Messages et enseignements du projet Explore2"", https://doi.org/10.57745/J3XIPW, Recherche Data Gouv, V7","Ce document résume les principales conclusions sur l'évolution de variables climatiques et hydrologiques (surface et souterrain) et des aléas hydroclimatiques, obtenues à l'issue du projet Explore2. Il s'achève par des messages et enseignements du projet Explore2 sur le volet scientifique et le volet accompagnement des acteurs.","explore2","Earth and Environmental Sciences","débit de cours d'eau; changement climatique; niveau piézométrique; accompagnement",1,"2024-06-26T19:01:12Z","Sauquet, Éric; Evin, Guillaume; Siauve, Sonia; Bornancin-Plantier, Audrey; Jacquin, Natacha; Arnaud, Patrick; Bérel, Maud; Bernus, Sébastien; Bonneau, Jérémie; Branger, Flora; Caballero, Yvan; Colléoni, François; Collet, Lila; Corre, Lola; Drouin, Agathe; Ducharne, Agnès; Fournier, Maïté; Gailhard, Joël; Habets, Florence; Hendrickx, Frédéric; Héraut, Louis; Hingray, Benoît; Huang, Peng; Jaouen, Tristan; Jeantet, Alexis; Lanini, Sandra; Le Lay, Matthieu; Loudin, Sarah; Magand, Claire; Marson, Paula; Mimeau, Louise; Monteil, Céline; Munier, Simon; Perrin, Charles; Robin, Yoann; Rousset, Fabienne; Soubeyroux, Jean-Michel; Strohmenger, Laurent; Thirel, Guillaume; Tocquer, Flore; Tramblay, Yves; Vergnes, Jean-Pierre; Vidal, Jean-Philippe; Vrac, Mathieu",2858,747,495,329,23466049,0.022
"doi:10.57745/5KTBHL","https://doi.org/10.57745/5KTBHL","Points du réseau de référence hydrologique","Sauquet, Éric, 2024, ""Points du réseau de référence hydrologique"", https://doi.org/10.57745/5KTBHL, Recherche Data Gouv, V1","Support SIG (.shp) des points du réseau de référence hydrologique","explore2","Earth and Environmental Sciences","",6,"2024-06-18T15:40:18Z","Sauquet, Éric",399,99,220,32,156384,0
"doi:10.57745/OSKN5E","https://doi.org/10.57745/OSKN5E","Points du réseau de référence piézométrique","Vergnes, Jean-Pierre, 2024, ""Points du réseau de référence piézométrique"", https://doi.org/10.57745/OSKN5E, Recherche Data Gouv, V1","Support SIG (.shp) des points du réseau de référence piézométrique","explore2","Earth and Environmental Sciences","",6,"2024-06-18T15:45:25Z","Vergnes, Jean-Pierre",167,52,67,12,803200,0.001
"doi:10.57745/NNCM6J","https://doi.org/10.57745/NNCM6J","Maillage de simulation de la plate-forme AquiFR","Vergnes, Jean-Pierre, 2024, ""Maillage de simulation de la plate-forme AquiFR"", https://doi.org/10.57745/NNCM6J, Recherche Data Gouv, V1","Support SIG (.shp) des points de grille de simulation de la plate-forme AquiFR","explore2","Earth and Environmental Sciences","",6,"2024-05-31T14:37:19Z","Vergnes, Jean-Pierre",122,41,73,12,26836530,0.025
"doi:10.57745/MWHDBL","https://doi.org/10.57745/MWHDBL","Fiches de diagnostic par régime hydrologique des modèles hydrologiques de surface du projet Explore2","Héraut, Louis; Sauquet, Éric, 2024, ""Fiches de diagnostic par régime hydrologique des modèles hydrologiques de surface du projet Explore2"", https://doi.org/10.57745/MWHDBL, Recherche Data Gouv, V1","Un diagnostic des modèles hydrologiques mobilisés dans le projet Explore2 a fait l’objet d’un rapport détaillé (Sauquet et al., 2023). L’objectif n’était pas de mettre en compétition les modèles hydrologiques mais bien d’aider, autant que possible, à faire un choix éclairé sur le groupement de modèles à privilégier pour caractériser le devenir des caractéristiques hydrologiques d’un cours d’eau sous un climat modifié. Ce diagnostic repose sur une sélection de critères numériques qui permettent d’évaluer la capacité des modèles à reconstituer les différentes phases des régimes hydrologiques et à fournir des débits fiables en extrapolation spatiale (en dehors des points d’évaluation). Des fiches de synthèse ont été établies regroupant les résultats aux stations de référence par régime hydrologique : Pluvial modérément contrasté, Pluvial contrasté, Pluvio−nival, Nivo−pluvial, Nival & nivo−glaciaire. Une notice de lecture accompagne ces fiches.","explore2","Earth and Environmental Sciences","fiche diagnostic; hydrologic regime; modélisation hydrologique; synthèse graphique",6,"2024-11-04T11:05:20Z","Héraut, Louis; Sauquet, Éric",120,47,24,8,3193258,0.003
"doi:10.57745/6YNIUF","https://doi.org/10.57745/6YNIUF","Notice de lecture des fiches de résultats des modèles hydrologiques de surface","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric, 2024, ""Notice de lecture des fiches de résultats des modèles hydrologiques de surface"", https://doi.org/10.57745/6YNIUF, Recherche Data Gouv, V4","Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Dans un esprit de faciliter la diffusion des résultats et suite à des recommandations faites post-Explore2070, des fiches de synthèse viennent décrire les évolutions de statistiques de débit (descripteurs du régime hydrologique). Ces fiches sont toutes construites sur un schéma identique et privilégient des représentations graphiques. Elles se focalisent sur les résultats concernant les débits obtenus avec le scénario d’émission le plus émetteur (RCP8.5) et aux points disposant de projections issus d’au moins quatre modèles hydrologiques de surface. L’objectif visé des fiches est de donner à voir l’évolution de quelques variables clefs descriptives du régime hydrologique. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des résultats.","explore2","Earth and Environmental Sciences","débit de cours d'eau; changement climatique; anomalie; régime hydrologique",1,"2024-06-18T14:25:51Z","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric",770,248,151,112,9831068,0.009
"doi:10.57745/2XDJ5H","https://doi.org/10.57745/2XDJ5H","Scénarios d’extrêmes hydrologiques","Tramblay, Yves; Sauquet, Éric; Arnaud, Patrick; Rousset, Fabienne; Soubeyroux, Jean-Michel; Hingray, Benoit; Jaouen, Tristan; Jeantet, Alexis; Munier, Simon; Vergnes, Jean-Pierre, 2024, ""Scénarios d’extrêmes hydrologiques"", https://doi.org/10.57745/2XDJ5H, Recherche Data Gouv, V3","Le projet Explore2 a produit un ensemble de projections hydrologiques suivant plusieurs scénarios climatiques pour la France hexagonale. L’objet de ce rapport est de présenter les scénarios d’évolution des extrêmes hydrologiques, concernant les épisodes de pluies intenses, crues, sécheresses météorologiques, agronomiques, hydrologiques, hydrogéologiques et assecs des cours d’eau.","explore2","Earth and Environmental Sciences","sécheresse; crue; pluie extrême; assec",1,"2024-06-23T15:27:05Z","Tramblay, Yves; Sauquet, Éric; Arnaud, Patrick; Rousset, Fabienne; Soubeyroux, Jean-Michel; Hingray, Benoit; Jaouen, Tristan; Jeantet, Alexis; Munier, Simon; Vergnes, Jean-Pierre",1355,421,268,209,43251983,0.04
"doi:10.57745/UTKWR5","https://doi.org/10.57745/UTKWR5","Points de simulation des modèles d'hydrologie de surface","Sauquet, Éric, 2024, ""Points de simulation des modèles d'hydrologie de surface"", https://doi.org/10.57745/UTKWR5, Recherche Data Gouv, V2, UNF:6:SIrSBRq003vwY2uDm/LlPQ== [fileUNF]","Contient la liste des 3991 points de simulation retenus pour l'hydrologie de surface. Les attributs sont le code du point (cf. tronçon du référentiel Sandre ou code station de l'HydroPortail quand il existe), le nom de la rivière et la localité, le nombre de modèles hydrologiques disponibles au point, un code d'existence (1) ou d'absence (0) pour les 9 modèles d'hydrologie de surface mobilisés dans Explore2","explore2","Earth and Environmental Sciences","",5,"2024-05-31T16:40:43Z","Sauquet, Éric",462,137,221,56,2648193,0.002
"doi:10.57745/JJWOYS","https://doi.org/10.57745/JJWOYS","Explore2 dataset : A large transient multi-scenario multi-model ensemble of future streamflows and groundwater projections in France","Sauquet, Éric; Evin, Guillaume; Aissat, Ryma; Arnaud, Patrick; Bonneau, Jérémie; Branger, Flora; Caballero, Yvan; Colléoni, François; Ducharne, Agnès; Gailhard, Joël; Habets, Florence; Hendrickx, Frédéric; Héraut, Louis; Hingray, Benoît; Huang, Peng; Jaouen, Tristan; Jeantet, Alexis; Lanini, Sandra; Le Lay, Mathieu; Mimeau, Louise; Monteil, Céline; Munier, Simon; Perrin, Charles; Robelin, Olivier; Rousset, Fabienne; Soubeyroux, Jean-Michel; Strohmenger, Laurent; Thirel, Guillaume; Tocquer, Flore; Tramblay, Yves; Vergnes, Jean-Pierre; Vidal, Jean-Philippe, 2024, ""Explore2 dataset : A large transient multi-scenario multi-model ensemble of future streamflows and groundwater projections in France"", https://doi.org/10.57745/JJWOYS, Recherche Data Gouv, V1, UNF:6:+JYBRCIFEu698fD54YY+1Q== [fileUNF]","A large transient multi-scenario and multi-model ensemble of future streamflows and groundwater projections in France developed in a national project named Explore2 was recently published. The main objective of Explore2 is to provide rich and spatially consistent information for the future evolution of hydrological (surface and groundwater) resources and extremes in France to support adaptation strategies. The Explore2 dataset was obtained using a nested multi-scenario multi-model approach to estimate future uncertainty and to access local climate and catchment scales: 3 greenhouse gases (GHG) emission scenarios, with a set of 17 combinations of Global Climate Models and Regional Climate Models (GCM-RCM) and 2 bias correction methods provide the meteorological forcings for 9 surface hydrology models and 4 groundwater hydrology models (1 to simulate groundwater recharge and 3 to simulate groundwater level). The associated datapaper, present the methodology underlying the dataset, the assessment of the hydrological models we applied against daily observations of discharge and groundwater level, the data availability and the ways of accessing the data and understanding the results (mainly through visualisation tools).","explore2","Earth and Environmental Sciences","hydrological projection; hydrogeological projection; hydrological modelling; climate change; climate change mitigation; climate change adaptation; river flow; groundwater level",5,"2024-11-06T16:57:57Z","Sauquet, Éric; Evin, Guillaume; Aissat, Ryma; Arnaud, Patrick; Bonneau, Jérémie; Branger, Flora; Caballero, Yvan; Colléoni, François; Ducharne, Agnès; Gailhard, Joël; Habets, Florence; Hendrickx, Frédéric; Héraut, Louis; Hingray, Benoît; Huang, Peng; Jaouen, Tristan; Jeantet, Alexis; Lanini, Sandra; Le Lay, Mathieu; Mimeau, Louise; Monteil, Céline; Munier, Simon; Perrin, Charles; Robelin, Olivier; Rousset, Fabienne; Soubeyroux, Jean-Michel; Strohmenger, Laurent; Thirel, Guillaume; Tocquer, Flore; Tramblay, Yves; Vergnes, Jean-Pierre; Vidal, Jean-Philippe",113,46,27,7,1306839,0.001
"doi:10.57745/ZXR4PS","https://doi.org/10.57745/ZXR4PS","Projections hydrologiques souterraines sur le domaine de la plateforme aquifr – Nord Pas-De-Calais, Basse-Normandie, Bassin parisien, Loire, Poitou-Charentes, Alsace, Tarn-Et-Garonne","Jeantet, Alexis; Vergnes, Jean-Pierre; Munier, Simon; Habets, Florence, 2024, ""Projections hydrologiques souterraines sur le domaine de la plateforme aquifr – Nord Pas-De-Calais, Basse-Normandie, Bassin parisien, Loire, Poitou-Charentes, Alsace, Tarn-Et-Garonne"", https://doi.org/10.57745/ZXR4PS, Recherche Data Gouv, V1","Dans un contexte de stress hydrique croissant face au changement climatique en cours, l’évaluation de l’évolution de la ressource en eaux souterraines est devenue de nos jours un enjeu majeur pour les gestionnaires de l’eau. Ce rapport vise à évaluer les impacts du changement climatique sur les eaux souterraines de la France métropolitaine au cours du XXIe siècle. Le domaine spatial traité avec la plateforme AquiFR se situe majoritairement dans le nord de la France le long de la ligne reliant la Vendée, la Bretagne et le Bassin parisien, jusqu'à la région Nord Pas-de-Calais (nouvellement Hauts-de-France). Deux applications sont situées couvrant deux zones d'environ 1000 km2 au nord de Mulhouse et en Tarn-et-Garonne.","explore2","Earth and Environmental Sciences","modélisation; hydrogéologie; AquiFR; impact du changement climatique; SPLI",1,"2024-06-23T11:35:07Z","Jeantet, Alexis; Vergnes, Jean-Pierre; Munier, Simon; Habets, Florence",299,116,83,71,7065157,0.007
